-19928,124818,1,5,0,351.26812,1
-17046,116449,4,9,0,611.39546,1
-20646,75.86,3,4,1,310.72608,1
-16146,131157,4,6,1,518.26893,1
-14995,149624,4,1,1,250.56608,1
-23294,44145,4,0,1,423.96689,1
-13266,126853,5,11,0,513.85424,1
-16404,115887,4,8,1,388.72771,1
-14957,128825,4,7,1,578.7424,1
-21.11,103721,3,4,1,423.23546,1
-10979,131604,7,7,1,389.48526,1
-26612,49761,1,9,0,163.7873,1
-18901,60459,4,6,0,147.69587,1
-16191,124065,5,2,0,285.75302,1
-9606,112125,3,7,1,306.38975,1
-12309,58.47,1,5,1,745.74322,1
-16027,106526,3,4,0,428.90404,1
-16372,106846,1,11,0,240.27383,1
-21.28,152265,4,7,1,472.0322,1
-20525,76558,1,1,1,527.3073,1
-28499,96971,3,5,1,318.9024,1
-19149,131993,4,11,0,556.06812,1
-28895,68075,1,2,0,467.82649,1
-23.66,110101,4,11,0,260.33587,1
-19656,118223,3,10,0,452.77995,1
-11555,205552,1,0,1,216.60689,1
-15048,100356,1,5,0,516362,1
-12585,86706,5,4,0,243.40853,1
-12552,91643,4,11,0,429.76608,1
-13561,59996,5,5,1,341.49832,1
-10062,70.39,3,9,1,218.72281,1
-14313,105801,3,0,1,432.61342,1
-11864,75822,5,7,0,366.78485,1
-15009,77435,3,9,0,279.48363,1
-10337,91535,5,7,0,274.31138,1
-12965,191175,4,5,1,214.46485,1
-14142,90753,5,5,1,359.02649,1
-19347,83192,3,2,1,385.69751,1
-22324,101796,4,4,1,442.40934,1
-28584,250.12,7,9,0,192.02567,1
-16.17,91.58,4,5,0,402.85995,1
-13564,83337,3,0,1,371.30404,1
-22449,166339,4,7,1,138.73587,1
-14356,140464,1,9,1,347.32363,1
-21952,159656,3,1,1,389.79873,1
-20418,63908,3,3,1,543.84281,1
-33566,155624,1,4,0,98.29832,1
-16517,111335,3,8,0,481.41016,1
-15821,121486,5,11,1,472.55465,1
-18986,136.56,3,6,1,354.42893,1
-19314,147131,1,8,1,262.97424,1
-19421,100994,4,5,0,228.15302,1
-22475,106474,4,5,0,300.01587,1
-19981,196719,4,7,1,326.86975,1
-20789,95463,4,7,1,265.06404,1
-21167,81244,5,4,0,558.39302,1
-31.58,174526,3,8,1,146.12853,1
-19313,106.09,4,8,1,294.19057,1
-22843,87349,4,7,0,373.44608,1
-26582,67.71,4,3,1,276.08771,1
-26659,83695,3,3,1,409.83465,1
-21943,103649,4,0,1,318.87628,1
-8513,98.85,4,7,1,247.43138,1
-7.04,114971,4,2,1,188.73424,1
-8737,110835,4,2,1,199.78404,1
-8542,102588,4,4,0,220.39465,1
-5182,144015,4,7,1,219.55873,1
-6227,104786,4,2,1,173.76608,1
-11174,108902,1,2,1,215.01342,1
-6606,96377,4,9,1,164.33587,1
-7217,97.31,1,7,0,148.4273,1
-7279,101664,4,9,0,180.89751,1
-10092,113444,4,5,1,250.8273,1
-16115,140419,1,7,1,196.33587,1
-6594,120.82,5,0,1,258.61179,1
-11544,121874,3,7,1,259.05587,1
-11.37,83345,5,7,1,207.62077,1
-5989,160.67,4,4,0,139.51955,1
-9377,112934,4,7,1,204.95628,1
-5733,118754,3,1,0,161.12281,1
-8113,92.07,5,6,0,149.02812,1
-10855,105061,4,7,1,302.88934,1
-9493,94014,4,2,1,211.66975,1
-7766,99849,1,2,1,228.38812,1
-11064,154249,4,0,1,205.34812,1
-9462,164923,4,4,1,146.75546,1
-10781,113019,4,0,1,244.08771,1
-9699,129248,4,4,0,191.32036,1
-8606,143812,4,7,1,264.80281,1
-9974,98008,4,7,1,232202,1
-9032,125247,4,5,1,454.63465,1
-8955,203866,4,8,1,512.83546,1
-7705,110923,4,5,0,353.88036,1
-14639,118433,4,0,1,512.62649,1
-17366,139737,3,5,1,321.69751,1
-15537,180928,4,2,0,433.68444,1
-6967,92957,4,5,0,814.36689,1
-7605,113908,7,9,0,979.1473,1
-8789,139078,3,5,1,1172.76689,1
-6993,140019,4,5,1,1075.17342,1
-8376,70141,3,2,1,1349.92934,1
-11412,178693,4,2,1,1305.88689,1
-9935,134228,5,2,1,2304.67873,1
-7177,212559,3,2,1,813.73995,1
-12689,128551,7,0,1,336.03873,1
-11388,65429,4,7,1,288.46975,1
-14586,144399,7,0,0,250.43546,1
-21.42,126253,3,0,1,175.15057,1
-15225,64768,4,4,0,328.41098,1
-8989,125874,4,7,1,204.66893,1
-10819,113071,5,5,0,99.63057,1
-11441,71336,4,2,1,345.67791,1
-14.04,77028,3,8,1,224.13016,1
-12801,56495,4,9,1,150.30812,1
-13636,71463,5,7,1,2193.26649,1
-11958,117751,3,2,0,735.00689,1
-9134,79.04,7,7,1,599.50975,1
-16074,81635,3,1,1,1003.88526,1
-8803,197479,1,6,1,286.56281,1
-33.43,78642,5,0,1,739.23873,1
-29662,99264,1,1,1,417.33179,1
-19438,102.64,7,8,1,499.93098,1
-10862,74292,5,4,1,1060.72771,1
-8684,129189,4,7,0,192.96608,1
-11307,75151,5,6,0,243.1473,1
-13102,65527,4,3,0,316.13342,1
-11712,132074,4,7,1,250.30485,1
-12063,156.27,3,7,1,231.94077,1
-8859,152583,4,7,1,130.63791,1
-13598,77947,5,2,0,246.9873,1
-8499,131331,1,9,0,267.49342,1
-10041,93862,4,10,1,215.30077,1
-9349,120255,3,0,0,178.41587,1
-13629,138511,4,8,0,235.96363,1
-11989,149574,1,8,1,169.58649,1
-15.9,38281,4,5,1,185.12934,1
-15578,58022,4,7,0,263.13098,1
-15307,128505,7,3,1,237.50485,1
-13986,82589,4,11,0,244.34893,1
-11997,125187,4,9,0,223.03302,1
-12373,143031,4,5,0,253.64853,1
-10857,135075,4,9,1,229.32853,1
-15222,115.45,4,4,1,194.53342,1
-12229,92275,4,5,1,280.63302,1
-17505,71.11,3,10,1,223.84281,1
-11.43,105749,4,8,1,243.3824,1
-9.15,98891,4,2,1,392.22812,1
-8135,103437,4,3,1,219.32363,1
-8822,80389,4,10,1,319.18975,1
-10104,133.87,3,0,1,235.2322,1
-9241,112234,4,8,1,257.04444,1
-7184,86257,3,3,1,223.60771,1
-12711,135.4,4,8,1,221.98812,1
-6338,116235,4,9,0,223.05914,1
-8152,116364,4,3,0,199.05261,1
-12825,116949,4,0,0,218.17424,1
-16624,83893,4,10,1,287.84281,1
-13295,101436,4,5,1,226.58567,1
-15408,137.37,4,0,1,296.38485,1
-14994,126612,4,4,0,244.40118,1
-10.47,88413,4,8,1,188.57751,1
-15806,114.09,3,8,1,208.74404,1
-12686,156.7,4,7,1,176.79628,1
-9265,115567,4,5,1,256.44363,1
-7.35,130879,4,2,1,233.42975,1
-11689,109693,4,0,1,177.6322,1
-13139,125569,4,0,1,253.64853,1
-11.45,155907,4,8,1,284.60363,1
-11023,139222,4,8,0,241.00526,1
-11057,132.38,4,0,1,249.75628,1
-10301,118748,4,5,1,232.28036,1
-10257,150377,4,7,1,261.74649,1
-9773,120917,4,1,1,256.86159,1
-9747,102662,3,8,1,260.41424,1
-8724,111321,1,7,1,187.45424,1
-12824,115143,4,8,1,192.65261,1
-11964,85.44,1,11,1,234.10893,1
-13369,133752,7,0,1,376.05832,1
-13193,133.91,4,0,0,286.22322,1
-11334,136667,4,10,0,213.52444,1
-11794,194552,4,2,1,237.26975,1
-14051,100449,3,8,1,481.67138,1
-16737,122018,4,1,1,458.86649,1
-11413,102947,4,0,1,225.17506,1
-17335,117262,4,9,1,179.59138,1
-17635,94264,3,2,1,286.4322,1
-8944,84784,4,5,1,214.43873,1
-11461,158146,4,8,1,257.38404,1
-5195,140015,4,0,1,313.73016,1
-3827,92083,4,2,1,309.05424,1
-10261,141738,3,9,1,238.86322,1
-5435,94514,3,2,1,269.89669,1
-10001,119016,1,11,0,280.52853,1
-5744,173264,3,7,1,247562,1
-13806,61071,1,1,1,231.23546,1
-12796,78023,3,0,1,324.10077,1
-8387,129526,4,0,1,244.47955,1
-7092,167697,3,5,1,236.19873,1
-10163,133.29,4,10,0,148.32281,1
-7391,107941,4,10,0,211.53914,1
-9.11,76764,3,5,0,240.53506,1
-12445,142471,4,3,1,189.70077,1
-7055,106.6,4,10,1,207.93424,1
-5249,95066,5,5,0,225.48853,1
-13986,150246,4,10,1,282.27873,1
-9943,95739,1,0,1,220.13342,1
-10631,97703,4,5,0,194.01098,1
-10551,122474,4,7,1,209.73669,1
-17434,96165,3,1,1,249.0771,1
-18114,75262,3,3,0,214.22975,1
-13251,88489,1,8,1,185.7824,1
-12326,91782,1,10,1,241.3971,1
-13571,131112,3,5,0,326.24281,1
-14513,141204,1,8,0,295.3922,1
-13415,130185,4,7,1,244.32281,1
-17428,88307,4,5,0,203.72853,1
-13.86,64.17,3,11,0,218122,1
-19362,65865,3,8,1,147722,1
-13865,155956,4,8,1,286.61506,1
-14144,121078,1,1,1,211.64363,1
-20473,86394,3,6,0,260.57098,1
-20.76,78769,5,3,1,218.38322,1
-18462,84756,5,0,1,452.93669,1
-15084,118222,4,8,1,154.61832,1
-18977,70.51,4,2,1,205.16526,1
-19921,57036,1,9,1,226.11546,1
-15.52,154847,3,0,1,211.66975,1
-17028,179672,5,0,0,256.96608,1
-11926,81829,3,5,1,131.44771,1
-12951,87086,5,2,0,111.51628,1
-12.72,93374,4,0,1,110.68036,1
-12678,122534,4,5,0,259.23873,1
-11952,83801,5,3,0,161.98485,1
-11847,118414,4,7,1,220.57751,1
-6616,87962,4,7,1,155.84608,1
-14394,118.13,4,3,1,255.08526,1
-12487,122023,4,8,0,202.05669,1
-11026,109891,1,0,1,257.64526,1
-12074,155051,4,4,0,360.88118,1
-16227,107074,3,10,1,249.15546,1
-13004,137251,4,9,0,366.78485,1
-12972,72238,4,8,1,390.60853,1
-13142,200806,1,2,0,445.30893,1
-14147,151239,4,5,1,541.93587,1
-16786,78572,3,11,0,460042,1
-20434,64702,4,10,1,356.54485,1
-20076,93289,4,11,0,284.89098,1
-16.09,81036,5,5,1,422.26893,1
-17844,103185,4,2,1,290.19383,1
-16646,180852,4,4,0,277.34159,1
-15877,69258,3,1,1,410.33098,1
-14871,71622,5,1,1,393.89995,1
-15391,97447,1,0,1,321.72363,1
-14149,92304,4,2,1,355.57832,1
-16705,67887,4,10,0,248.89424,1
-14618,134011,5,10,1,396.66893,1
-19583,92862,4,5,0,398.54975,1
-23977,153221,4,5,0,332.22485,1
-16298,71951,3,6,1,502.41261,1
-21143,94687,3,6,1,392.88118,1
-21739,125.95,4,2,1,364.48608,1
-16043,70089,1,0,1,366.2624,1
-14947,143.39,4,1,1,563.06893,1
-16328,144817,4,9,1,419.99628,1
-14.31,102412,5,9,1,988.99546,1
-13448,192446,3,0,1,251.32363,1
-15353,77958,4,9,0,454.08608,1
-11892,119644,4,10,1,287.84281,1
-16283,73392,1,2,1,403.12118,1
-10966,111036,5,7,0,248.60689,1
-8188,127861,4,10,0,226.5073,1
-10047,111426,4,6,1,313.5473,1
-12103,131093,4,7,1,255.00689,1
-15289,84235,3,4,1,291.89179,1
-19665,88161,4,4,1,342.62159,1
-18488,89845,4,0,1,362762,1
